Date,Province,Total Cases,Total Deaths,Total Recovered,Island
11/1/2021,,836718,24343,688739,
11/1/2021,Jambi,3615,59,2623,Sumatera
11/1/2021,Jawa Barat,104646,1561,86983,Jawa
11/1/2021,Jawa Tengah,93600,4046,64156,Jawa
11/1/2021,Jawa Timur,93416,7047,82013,Jawa
11/1/2021,Kalimantan Barat,3348,28,3034,Kalimantan
11/1/2021,Kalimantan Selatan,16193,599,14431,Kalimantan
11/1/2021,Kalimantan Tengah,10506,202,8239,Kalimantan
11/1/2021,Kalimantan Timur,30739,819,25449,Kalimantan
11/1/2021,Kalimantan Utara,4977,65,2466,Kalimantan
11/1/2021,Kepulauan Bangka Belitung,3097,53,2375,Sumatera
11/1/2021,Kepulauan Riau,7325,177,6561,Sumatera
11/1/2021,Lampung,7348,354,5088,Sumatera
11/1/2021,Maluku,5951,76,4858,Maluku
11/1/2021,Maluku Utara,2949,92,2499,Maluku
11/1/2021,Nusa Tenggara Barat,6179,264,5059,Nusa Tenggara
11/1/2021,Nusa Tenggara Timur,2538,60,1571,Nusa Tenggara
11/1/2021,Papua,13718,171,8098,Papua
11/1/2021,Papua Barat,6214,103,5684,Papua
11/1/2021,Riau,26420,619,24373,Sumatera
11/1/2021,Sulawesi Barat,2296,49,1664,Sulawesi
11/1/2021,Sulawesi Selatan,37126,649,31724,Sulawesi
11/1/2021,Sulawesi Tengah,4765,130,2610,Sulawesi
11/1/2021,Sulawesi Tenggara,8429,161,7064,Sulawesi
11/1/2021,Sulawesi Utara,10620,342,7677,Sulawesi
11/1/2021,Sumatera Barat,24509,548,22678,Sumatera
11/1/2021,Sumatera Selatan,12570,621,10146,Sumatera
11/1/2021,Sumatera Utara,19122,700,16346,Sumatera
12/1/2021,Aceh,8967,368,7309,Sumatera
12/1/2021,Bali,19835,570,17625,Nusa Tenggara
12/1/2021,Banten,20849,616,18534,Jawa
12/1/2021,Bengkulu,4096,130,3541,Sumatera
12/1/2021,DKI Jakarta,211251,3551,188634,Jawa
12/1/2021,Daerah Istimewa Yogyakarta,15482,336,10243,Jawa
12/1/2021,Gorontalo,4010,106,3637,Sulawesi
12/1/2021,,846765,24645,695807,
12/1/2021,Jambi,3649,59,2635,Sumatera
12/1/2021,Jawa Barat,106403,1582,88263,Jawa
12/1/2021,Jawa Tengah,94926,4146,65451,Jawa
12/1/2021,Jawa Timur,94248,7115,82741,Jawa
12/1/2021,Kalimantan Barat,3383,28,3063,Kalimantan
12/1/2021,Kalimantan Selatan,16227,600,14522,Kalimantan
12/1/2021,Kalimantan Tengah,10574,202,8539,Kalimantan
12/1/2021,Kalimantan Timur,31077,827,25786,Kalimantan
12/1/2021,Kalimantan Utara,5139,65,2466,Kalimantan
12/1/2021,Kepulauan Bangka Belitung,3133,53,2412,Sumatera
12/1/2021,Kepulauan Riau,7357,179,6591,Sumatera
12/1/2021,Lampung,7541,367,5141,Sumatera
12/1/2021,Maluku,5951,76,4866,Maluku
12/1/2021,Maluku Utara,2972,94,2521,Maluku
12/1/2021,Nusa Tenggara Barat,6237,264,5060,Nusa Tenggara
12/1/2021,Nusa Tenggara Timur,2575,67,1571,Nusa Tenggara
12/1/2021,Papua,13760,173,8110,Papua
12/1/2021,Papua Barat,6246,104,5697,Papua
12/1/2021,Riau,26686,621,24451,Sumatera
12/1/2021,Sulawesi Barat,2368,53,1684,Sulawesi
12/1/2021,Sulawesi Selatan,37764,651,32349,Sulawesi
12/1/2021,Sulawesi Tengah,5017,139,2711,Sulawesi
12/1/2021,Sulawesi Tenggara,8499,162,7089,Sulawesi
12/1/2021,Sulawesi Utara,10699,344,7776,Sulawesi
12/1/2021,Sumatera Barat,24620,552,22697,Sumatera
12/1/2021,Sumatera Selatan,12644,622,10192,Sumatera
12/1/2021,Sumatera Utara,19212,701,16441,Sumatera
1/13/2021,Aceh,8991,370,7314,Sumatera
1/13/2021,Bali,20103,573,17722,Nusa Tenggara
1/13/2021,Banten,21034,623,18784,Jawa
1/13/2021,Bengkulu,4147,130,3611,Sumatera
1/13/2021,DKI Jakarta,214727,3596,191586,Jawa
1/13/2021,Daerah Istimewa Yogyakarta,15801,341,10421,Jawa
1/13/2021,Gorontalo,4010,106,3661,Sulawesi
1/13/2021,,858043,24951,703464,
1/13/2021,Jambi,3727,60,2652,Sumatera
1/13/2021,Jawa Barat,107886,1599,89619,Jawa
1/13/2021,Jawa Tengah,96400,4241,66187,Jawa
1/13/2021,Jawa Timur,95133,7190,83625,Jawa
1/13/2021,Kalimantan Barat,3416,28,3093,Kalimantan
1/13/2021,Kalimantan Selatan,16296,602,14559,Kalimantan
1/13/2021,Kalimantan Tengah,10648,202,8641,Kalimantan
1/13/2021,Kalimantan Timur,31584,830,26049,Kalimantan
1/13/2021,Kalimantan Utara,5273,65,2469,Kalimantan
1/13/2021,Kepulauan Bangka Belitung,3221,56,2480,Sumatera
1/13/2021,Kepulauan Riau,7385,181,6607,Sumatera
1/13/2021,Lampung,7649,384,5243,Sumatera
1/13/2021,Maluku,5951,76,4868,Maluku
1/13/2021,Maluku Utara,3026,94,2549,Maluku
1/13/2021,Nusa Tenggara Barat,6270,264,5089,Nusa Tenggara
1/13/2021,Nusa Tenggara Timur,2746,71,1589,Nusa Tenggara
1/13/2021,Papua,13821,175,8122,Papua
1/13/2021,Papua Barat,6270,105,5711,Papua
1/13/2021,Riau,26824,626,24540,Sumatera
1/13/2021,Sulawesi Barat,2386,54,1689,Sulawesi
1/13/2021,Sulawesi Selatan,38412,657,32872,Sulawesi
1/13/2021,Sulawesi Tengah,5130,139,2801,Sulawesi
1/13/2021,Sulawesi Tenggara,8590,163,7108,Sulawesi
1/13/2021,Sulawesi Utara,10793,345,7813,Sulawesi
1/13/2021,Sumatera Barat,24790,556,22740,Sumatera
1/13/2021,Sumatera Selatan,12724,624,10268,Sumatera
1/13/2021,Sumatera Utara,19308,705,16532,Sumatera
1/14/2021,Aceh,9002,372,7327,Sumatera
1/14/2021,Bali,20400,574,17987,Nusa Tenggara
1/14/2021,Banten,21274,629,18995,Jawa
1/14/2021,Bengkulu,4164,133,3692,Sumatera
1/14/2021,DKI Jakarta,217892,3639,193661,Jawa
1/14/2021,Daerah Istimewa Yogyakarta,16092,349,10549,Jawa
1/14/2021,Gorontalo,4053,106,3685,Sulawesi
1/14/2021,,869600,25246,711205,
1/14/2021,Jambi,3807,60,2653,Sumatera
1/14/2021,Jawa Barat,109993,1613,90482,Jawa
1/14/2021,Jawa Tengah,97900,4329,67192,Jawa
1/14/2021,Jawa Timur,96139,7256,84391,Jawa
1/14/2021,Kalimantan Barat,3441,28,3116,Kalimantan
1/14/2021,Kalimantan Selatan,16397,604,14634,Kalimantan
1/14/2021,Kalimantan Tengah,10719,202,8641,Kalimantan
1/14/2021,Kalimantan Timur,31991,843,26306,Kalimantan
1/14/2021,Kalimantan Utara,5352,65,2469,Kalimantan
1/14/2021,Kepulauan Bangka Belitung,3283,58,2553,Sumatera
1/14/2021,Kepulauan Riau,7436,182,6669,Sumatera
1/14/2021,Lampung,7745,397,5342,Sumatera
1/14/2021,Maluku,5955,76,4873,Maluku
1/14/2021,Maluku Utara,3050,94,2568,Maluku
1/14/2021,Nusa Tenggara Barat,6353,264,5117,Nusa Tenggara
1/14/2021,Nusa Tenggara Timur,2802,77,1598,Nusa Tenggara
1/14/2021,Papua,13871,176,8130,Papua
1/14/2021,Papua Barat,6284,105,5716,Papua
1/14/2021,Riau,26917,627,24659,Sumatera
1/14/2021,Sulawesi Barat,2529,57,1692,Sulawesi
1/14/2021,Sulawesi Selatan,39052,664,33364,Sulawesi
1/14/2021,Sulawesi Tengah,5237,143,2908,Sulawesi
1/14/2021,Sulawesi Tenggara,8662,165,7133,Sulawesi
1/14/2021,Sulawesi Utara,10893,348,7911,Sulawesi
1/14/2021,Sumatera Barat,25059,557,22780,Sumatera
1/14/2021,Sumatera Selatan,12822,625,10306,Sumatera
1/14/2021,Sumatera Utara,19397,707,16625,Sumatera
1/15/2021,Aceh,9018,373,7363,Sumatera
1/15/2021,Bali,20711,580,18184,Nusa Tenggara
1/15/2021,Banten,21556,639,19270,Jawa
1/15/2021,Bengkulu,4191,133,3767,Sumatera
1/15/2021,DKI Jakarta,220433,3674,196151,Jawa
1/15/2021,Daerah Istimewa Yogyakarta,16354,367,10797,Jawa
1/15/2021,Gorontalo,4056,106,3689,Sulawesi
1/15/2021,,882418,25484,718696,
1/15/2021,Jambi,3858,60,2692,Sumatera
1/15/2021,Jawa Barat,111233,1629,91602,Jawa
1/15/2021,Jawa Tengah,99895,4361,68051,Jawa
1/15/2021,Jawa Timur,97393,7325,85178,Jawa
1/15/2021,Kalimantan Barat,3475,28,3141,Kalimantan
1/15/2021,Kalimantan Selatan,16504,605,14711,Kalimantan
1/15/2021,Kalimantan Tengah,10803,202,8841,Kalimantan
1/15/2021,Kalimantan Timur,32589,852,26600,Kalimantan
1/15/2021,Kalimantan Utara,5414,65,2470,Kalimantan
1/15/2021,Kepulauan Bangka Belitung,3328,61,2630,Sumatera
1/15/2021,Kepulauan Riau,7462,183,6683,Sumatera
1/15/2021,Lampung,7911,402,5423,Sumatera
1/15/2021,Maluku,6001,80,4914,Maluku
1/15/2021,Maluku Utara,3075,94,2580,Maluku
1/15/2021,Nusa Tenggara Barat,6411,264,5134,Nusa Tenggara
1/15/2021,Nusa Tenggara Timur,2859,78,1622,Nusa Tenggara
1/15/2021,Papua,13970,177,8139,Papua
1/15/2021,Papua Barat,6304,105,5728,Papua
1/15/2021,Riau,27087,629,24845,Sumatera
1/15/2021,Sulawesi Barat,2531,57,1693,Sulawesi
1/15/2021,Sulawesi Selatan,39701,672,33932,Sulawesi
1/15/2021,Sulawesi Tengah,5485,144,3029,Sulawesi
1/15/2021,Sulawesi Tenggara,8697,165,7160,Sulawesi
1/15/2021,Sulawesi Utara,11021,348,7958,Sulawesi
1/15/2021,Sumatera Barat,25250,562,22813,Sumatera
1/15/2021,Sumatera Selatan,12914,629,10366,Sumatera
1/15/2021,Sumatera Utara,19495,707,16708,Sumatera
1/16/2021,Aceh,9035,374,7364,Sumatera
1/16/2021,Bali,21030,581,18308,Nusa Tenggara
1/16/2021,Banten,21813,644,19446,Jawa
1/16/2021,Bengkulu,4226,133,3817,Sumatera
1/16/2021,DKI Jakarta,223969,3706,197923,Jawa
1/16/2021,Daerah Istimewa Yogyakarta,16656,379,11095,Jawa
1/16/2021,Gorontalo,4064,106,3689,Sulawesi
1/16/2021,,896642,25767,727358,
1/16/2021,Jambi,3894,62,2695,Sumatera
1/16/2021,Jawa Barat,113033,1639,92130,Jawa
1/16/2021,Jawa Tengah,101890,4405,68806,Jawa
1/16/2021,Jawa Timur,98609,7371,85887,Jawa
1/16/2021,Kalimantan Barat,3531,28,3170,Kalimantan
1/16/2021,Kalimantan Selatan,16612,608,14787,Kalimantan
1/16/2021,Kalimantan Tengah,10900,202,9040,Kalimantan
1/16/2021,Kalimantan Timur,33159,860,26905,Kalimantan
1/16/2021,Kalimantan Utara,5605,65,2470,Kalimantan
1/16/2021,Kepulauan Bangka Belitung,3397,62,2673,Sumatera
1/16/2021,Kepulauan Riau,7525,183,6687,Sumatera
1/16/2021,Lampung,8025,410,5477,Sumatera
1/16/2021,Maluku,6039,82,4954,Maluku
1/16/2021,Maluku Utara,3091,94,2580,Maluku
1/16/2021,Nusa Tenggara Barat,6483,264,5148,Nusa Tenggara
1/16/2021,Nusa Tenggara Timur,2977,84,1652,Nusa Tenggara
1/16/2021,Papua,14068,177,8147,Papua
1/16/2021,Papua Barat,6361,105,5735,Papua
1/16/2021,Riau,27183,634,25011,Sumatera
1/16/2021,Sulawesi Barat,2531,57,1693,Sulawesi
1/16/2021,Sulawesi Selatan,40360,684,34521,Sulawesi
1/16/2021,Sulawesi Tengah,5572,144,3136,Sulawesi
1/16/2021,Sulawesi Tenggara,8772,168,7180,Sulawesi
1/16/2021,Sulawesi Utara,11200,351,8096,Sulawesi
1/16/2021,Sumatera Barat,25432,565,22842,Sumatera
1/16/2021,Sumatera Selatan,12992,633,10449,Sumatera
1/16/2021,Sumatera Utara,19569,708,16792,Sumatera
1/17/2021,Aceh,9053,374,7364,Sumatera
1/17/2021,Bali,21292,583,18458,Nusa Tenggara
1/17/2021,Banten,22096,651,19670,Jawa
1/17/2021,Bengkulu,4266,134,3877,Sumatera
1/17/2021,DKI Jakarta,227364,3739,201699,Jawa
1/17/2021,Daerah Istimewa Yogyakarta,16933,388,11268,Jawa
1/17/2021,Gorontalo,4073,106,3689,Sulawesi
1/17/2021,,907929,25987,736460,
1/17/2021,Jambi,3946,62,2755,Sumatera
1/17/2021,Jawa Barat,114522,1650,92642,Jawa
1/17/2021,Jawa Tengah,103742,4446,68926,Jawa
1/17/2021,Jawa Timur,99515,7421,86653,Jawa
1/17/2021,Kalimantan Barat,3557,28,3205,Kalimantan
1/17/2021,Kalimantan Selatan,16724,610,14849,Kalimantan
1/17/2021,Kalimantan Tengah,10995,203,9040,Kalimantan
1/17/2021,Kalimantan Timur,33614,873,27298,Kalimantan
1/17/2021,Kalimantan Utara,5630,65,2471,Kalimantan
1/17/2021,Kepulauan Bangka Belitung,3482,63,2770,Sumatera
1/17/2021,Kepulauan Riau,7554,185,6718,Sumatera
1/17/2021,Lampung,8143,419,5529,Sumatera
1/17/2021,Maluku,6080,82,4954,Maluku
1/17/2021,Maluku Utara,3115,94,2580,Maluku
1/17/2021,Nusa Tenggara Barat,6543,264,5181,Nusa Tenggara
1/17/2021,Nusa Tenggara Timur,3044,85,1680,Nusa Tenggara
1/17/2021,Papua,14100,177,8147,Papua
1/17/2021,Papua Barat,6373,105,5758,Papua
1/17/2021,Riau,27371,635,25149,Sumatera
1/17/2021,Sulawesi Barat,2531,58,1705,Sulawesi
1/17/2021,Sulawesi Selatan,41034,686,35027,Sulawesi
1/17/2021,Sulawesi Tengah,5635,148,3248,Sulawesi
1/17/2021,Sulawesi Tenggara,8836,168,7238,Sulawesi
1/17/2021,Sulawesi Utara,11340,354,8120,Sulawesi
1/17/2021,Sumatera Barat,25600,565,22856,Sumatera
1/17/2021,Sumatera Selatan,13068,638,10506,Sumatera
1/17/2021,Sumatera Utara,19647,711,16881,Sumatera
1/18/2021,Aceh,9055,377,7390,Sumatera
1/18/2021,Bali,21530,591,18668,Nusa Tenggara
1/18/2021,Banten,22341,654,20092,Jawa
1/18/2021,Bengkulu,4268,135,3918,Sumatera
1/18/2021,DKI Jakarta,229725,3775,204500,Jawa
1/18/2021,Daerah Istimewa Yogyakarta,17228,394,11555,Jawa
1/18/2021,Gorontalo,4079,107,3840,Sulawesi
1/18/2021,,917015,26282,745935,
1/18/2021,Jambi,3975,62,2759,Sumatera
1/18/2021,Jawa Barat,116296,1679,93724,Jawa
1/18/2021,Jawa Tengah,105301,4531,69987,Jawa
1/18/2021,Jawa Timur,100378,7459,87357,Jawa
1/18/2021,Kalimantan Barat,3557,28,3205,Kalimantan
1/18/2021,Kalimantan Selatan,16737,613,14931,Kalimantan
1/18/2021,Kalimantan Tengah,11035,203,9138,Kalimantan
1/18/2021,Kalimantan Timur,33968,881,27643,Kalimantan
1/18/2021,Kalimantan Utara,5670,65,2471,Kalimantan
1/18/2021,Kepulauan Bangka Belitung,3542,65,2865,Sumatera
1/18/2021,Kepulauan Riau,7639,187,6742,Sumatera
1/18/2021,Lampung,8228,425,5566,Sumatera
1/18/2021,Maluku,6109,83,4985,Maluku
1/18/2021,Maluku Utara,3134,94,2634,Maluku
1/18/2021,Nusa Tenggara Barat,6578,265,5221,Nusa Tenggara
1/18/2021,Nusa Tenggara Timur,3145,88,1707,Nusa Tenggara
1/18/2021,Papua,14131,178,8155,Papua
1/18/2021,Papua Barat,6394,106,5769,Papua
1/18/2021,Riau,27459,641,25289,Sumatera
1/18/2021,Sulawesi Barat,2531,58,1717,Sulawesi
1/18/2021,Sulawesi Selatan,41695,691,35574,Sulawesi
1/18/2021,Sulawesi Tengah,5665,151,3392,Sulawesi
1/18/2021,Sulawesi Tenggara,8852,168,7291,Sulawesi
1/18/2021,Sulawesi Utara,11485,354,8303,Sulawesi
1/18/2021,Sumatera Barat,25635,567,22860,Sumatera
1/18/2021,Sumatera Selatan,13122,643,10566,Sumatera
1/18/2021,Sumatera Utara,19721,715,16966,Sumatera
1/19/2021,Aceh,9071,377,7533,Sumatera
1/19/2021,Bali,21777,596,18916,Nusa Tenggara
1/19/2021,Banten,22524,654,20369,Jawa
1/19/2021,Bengkulu,4293,135,3942,Sumatera
1/19/2021,DKI Jakarta,232288,3815,207000,Jawa
1/19/2021,Daerah Istimewa Yogyakarta,17515,395,11662,Jawa
1/19/2021,Gorontalo,4107,107,3867,Sulawesi
1/19/2021,,927380,26590,753948,
1/19/2021,Jambi,4024,62,2764,Sumatera
1/19/2021,Jawa Barat,118096,1702,95014,Jawa
1/19/2021,Jawa Tengah,106919,4637,70660,Jawa
1/19/2021,Jawa Timur,101324,7511,88033,Jawa
1/19/2021,Kalimantan Barat,3602,28,3238,Kalimantan
1/19/2021,Kalimantan Selatan,16805,615,14973,Kalimantan
1/19/2021,Kalimantan Tengah,11100,203,9337,Kalimantan
1/19/2021,Kalimantan Timur,34431,890,28031,Kalimantan
1/19/2021,Kalimantan Utara,5858,65,2472,Kalimantan
1/19/2021,Kepulauan Bangka Belitung,3585,66,2907,Sumatera
1/19/2021,Kepulauan Riau,7669,187,6773,Sumatera
1/19/2021,Lampung,8352,432,5710,Sumatera
1/19/2021,Maluku,6141,83,5018,Maluku
1/19/2021,Maluku Utara,3149,95,2634,Maluku
1/19/2021,Nusa Tenggara Barat,6643,267,5244,Nusa Tenggara
1/19/2021,Nusa Tenggara Timur,3152,88,1707,Nusa Tenggara
1/19/2021,Papua,14240,180,8164,Papua
1/19/2021,Papua Barat,6406,106,5779,Papua
1/19/2021,Riau,27626,645,25430,Sumatera
1/19/2021,Sulawesi Barat,2547,58,1717,Sulawesi
1/19/2021,Sulawesi Selatan,42353,692,36092,Sulawesi
1/19/2021,Sulawesi Tengah,5799,152,3575,Sulawesi
1/19/2021,Sulawesi Tenggara,8900,168,7324,Sulawesi
1/19/2021,Sulawesi Utara,11604,355,8365,Sulawesi
1/19/2021,Sumatera Barat,25743,567,22919,Sumatera
1/19/2021,Sumatera Selatan,13226,646,10653,Sumatera
1/19/2021,Sumatera Utara,19799,716,17052,Sumatera
1/20/2021,Aceh,9089,378,7561,Sumatera
1/20/2021,Bali,22271,603,19157,Nusa Tenggara
1/20/2021,Banten,22810,662,20598,Jawa
1/20/2021,Bengkulu,4313,136,3942,Sumatera
1/20/2021,DKI Jakarta,236074,3848,210770,Jawa
1/20/2021,Daerah Istimewa Yogyakarta,17802,408,11850,Jawa
1/20/2021,Gorontalo,4121,108,3876,Sulawesi
1/20/2021,,939948,26857,763703,
1/20/2021,Jambi,4056,62,2799,Sumatera
1/20/2021,Jawa Barat,120005,1719,96519,Jawa
1/20/2021,Jawa Tengah,108694,4667,71188,Jawa
1/20/2021,Jawa Timur,102264,7570,88733,Jawa
1/20/2021,Kalimantan Barat,3634,28,3266,Kalimantan
1/20/2021,Kalimantan Selatan,16837,616,15017,Kalimantan
1/20/2021,Kalimantan Tengah,11162,204,9337,Kalimantan
1/20/2021,Kalimantan Timur,34974,901,28356,Kalimantan
1/20/2021,Kalimantan Utara,6049,66,2472,Kalimantan
1/20/2021,Kepulauan Bangka Belitung,3640,69,2994,Sumatera
1/20/2021,Kepulauan Riau,7703,188,6801,Sumatera
1/20/2021,Lampung,8526,434,5797,Sumatera
1/20/2021,Maluku,6148,83,5033,Maluku
1/20/2021,Maluku Utara,3234,95,2638,Maluku
1/20/2021,Nusa Tenggara Barat,6707,267,5289,Nusa Tenggara
1/20/2021,Nusa Tenggara Timur,3344,92,1741,Nusa Tenggara
1/20/2021,Papua,14300,180,8170,Papua
1/20/2021,Papua Barat,6414,106,5785,Papua
1/20/2021,Riau,27748,650,25580,Sumatera
1/20/2021,Sulawesi Barat,2549,59,1734,Sulawesi
1/20/2021,Sulawesi Selatan,43014,696,36717,Sulawesi
1/20/2021,Sulawesi Tengah,5931,154,3703,Sulawesi
1/20/2021,Sulawesi Tenggara,8939,168,7368,Sulawesi
1/20/2021,Sulawesi Utara,11839,357,8410,Sulawesi
1/20/2021,Sumatera Barat,25910,574,22936,Sumatera
1/20/2021,Sumatera Selatan,13336,647,10780,Sumatera
1/20/2021,Sumatera Utara,19879,718,17142,Sumatera
1/21/2021,Aceh,9100,378,7597,Sumatera
1/21/2021,Bali,22754,607,19336,Nusa Tenggara
1/21/2021,Banten,23047,665,20763,Jawa
1/21/2021,Bengkulu,4363,136,3942,Sumatera
1/21/2021,DKI Jakarta,239225,3878,213340,Jawa
1/21/2021,Daerah Istimewa Yogyakarta,18258,417,12057,Jawa
1/21/2021,Gorontalo,4128,108,3878,Sulawesi
1/21/2021,,951651,27203,772790,
1/21/2021,Jambi,4127,62,2817,Sumatera
1/21/2021,Jawa Barat,121726,1796,98201,Jawa
1/21/2021,Jawa Tengah,110670,4768,72302,Jawa
1/21/2021,Jawa Timur,103386,7621,89648,Jawa
1/21/2021,Kalimantan Barat,3659,28,3296,Kalimantan
1/21/2021,Kalimantan Selatan,16943,618,15094,Kalimantan
1/21/2021,Kalimantan Tengah,11216,204,9337,Kalimantan
1/21/2021,Kalimantan Timur,35470,912,28650,Kalimantan
1/21/2021,Kalimantan Utara,6098,66,2473,Kalimantan
1/21/2021,Kepulauan Bangka Belitung,3719,74,3054,Sumatera
1/21/2021,Kepulauan Riau,7733,190,6822,Sumatera
1/21/2021,Lampung,8654,439,6014,Sumatera
1/21/2021,Maluku,6165,83,5065,Maluku
1/21/2021,Maluku Utara,3241,95,2638,Maluku
1/21/2021,Nusa Tenggara Barat,6797,270,5386,Nusa Tenggara
1/21/2021,Nusa Tenggara Timur,3388,92,1766,Nusa Tenggara
1/21/2021,Papua,14390,181,8188,Papua
1/21/2021,Papua Barat,6462,107,5817,Papua
1/21/2021,Riau,27885,655,25676,Sumatera
1/21/2021,Sulawesi Barat,2790,63,1738,Sulawesi
1/21/2021,Sulawesi Selatan,43659,698,37359,Sulawesi
1/21/2021,Sulawesi Tengah,6011,156,3753,Sulawesi
1/21/2021,Sulawesi Tenggara,9016,169,7369,Sulawesi
1/21/2021,Sulawesi Utara,11931,359,8492,Sulawesi
1/21/2021,Sumatera Barat,26091,578,22985,Sumatera
1/21/2021,Sumatera Selatan,13437,653,10829,Sumatera
1/21/2021,Sumatera Utara,19962,719,17222,Sumatera
1/22/2021,Aceh,9115,378,7603,Sumatera
1/22/2021,Bali,23067,616,19605,Nusa Tenggara
1/22/2021,Banten,23368,668,20997,Jawa
1/22/2021,Bengkulu,4378,136,3981,Sumatera
1/22/2021,DKI Jakarta,243016,3919,215509,Jawa
1/22/2021,Daerah Istimewa Yogyakarta,18736,422,12431,Jawa
1/22/2021,Gorontalo,4141,108,3885,Sulawesi
1/22/2021,,965283,27453,781147,
1/22/2021,Jambi,4189,63,2866,Sumatera
1/22/2021,Jawa Barat,124493,1810,99948,Jawa
1/22/2021,Jawa Tengah,112471,4804,72927,Jawa
1/22/2021,Jawa Timur,104432,7673,90461,Jawa
1/22/2021,Kalimantan Barat,3708,28,3322,Kalimantan
1/22/2021,Kalimantan Selatan,17050,621,15187,Kalimantan
1/22/2021,Kalimantan Tengah,11281,205,9337,Kalimantan
1/22/2021,Kalimantan Timur,36050,921,29012,Kalimantan
1/22/2021,Kalimantan Utara,6182,66,2551,Kalimantan
1/22/2021,Kepulauan Bangka Belitung,3822,75,3168,Sumatera
1/22/2021,Kepulauan Riau,7793,192,6843,Sumatera
1/22/2021,Lampung,8774,443,6102,Sumatera
1/22/2021,Maluku,6165,83,5065,Maluku
1/22/2021,Maluku Utara,3277,97,2643,Maluku
1/22/2021,Nusa Tenggara Barat,6852,271,5454,Nusa Tenggara
1/22/2021,Nusa Tenggara Timur,3663,102,1834,Nusa Tenggara
1/22/2021,Papua,14575,181,8204,Papua
1/22/2021,Papua Barat,6486,107,5830,Papua
1/22/2021,Riau,28007,656,25880,Sumatera
1/22/2021,Sulawesi Barat,2894,64,1819,Sulawesi
1/22/2021,Sulawesi Selatan,44288,702,37895,Sulawesi
1/22/2021,Sulawesi Tengah,6211,164,3957,Sulawesi
1/22/2021,Sulawesi Tenggara,9108,171,7442,Sulawesi
1/22/2021,Sulawesi Utara,12090,370,8538,Sulawesi
1/22/2021,Sumatera Barat,26218,585,23007,Sumatera
1/22/2021,Sumatera Selatan,13508,654,10856,Sumatera
1/22/2021,Sumatera Utara,20046,723,17308,Sumatera
1/23/2021,Aceh,9126,378,7605,Sumatera
1/23/2021,Bali,23320,624,19828,Nusa Tenggara
1/23/2021,Banten,23725,678,21203,Jawa
1/23/2021,Bengkulu,4433,137,4016,Sumatera
1/23/2021,DKI Jakarta,246301,3950,219001,Jawa
1/23/2021,Daerah Istimewa Yogyakarta,19209,430,12548,Jawa
1/23/2021,Gorontalo,4157,110,3888,Sulawesi
1/23/2021,,977474,27664,791059,
1/23/2021,Jambi,4225,63,2878,Sumatera
1/23/2021,Jawa Barat,126235,1831,101921,Jawa
1/23/2021,Jawa Tengah,114344,4812,73406,Jawa
1/23/2021,Jawa Timur,105367,7707,91346,Jawa
1/23/2021,Kalimantan Barat,3745,28,3342,Kalimantan
1/23/2021,Kalimantan Selatan,17187,623,15292,Kalimantan
1/23/2021,Kalimantan Tengah,11367,206,9437,Kalimantan
1/23/2021,Kalimantan Timur,36659,932,29335,Kalimantan
1/23/2021,Kalimantan Utara,6425,66,2551,Kalimantan
1/23/2021,Kepulauan Bangka Belitung,3916,76,3271,Sumatera
1/23/2021,Kepulauan Riau,7808,192,6858,Sumatera
1/23/2021,Lampung,8919,470,6263,Sumatera
1/23/2021,Maluku,6220,83,5098,Maluku
1/23/2021,Maluku Utara,3301,97,2664,Maluku
1/23/2021,Nusa Tenggara Barat,6940,272,5487,Nusa Tenggara
1/23/2021,Nusa Tenggara Timur,3934,107,1917,Nusa Tenggara
1/23/2021,Papua,14644,184,8305,Papua
1/23/2021,Papua Barat,6508,107,5856,Papua
1/23/2021,Riau,28119,663,26020,Sumatera
1/23/2021,Sulawesi Barat,3097,66,1832,Sulawesi
1/23/2021,Sulawesi Selatan,44476,703,38505,Sulawesi
1/23/2021,Sulawesi Tengah,6411,166,4069,Sulawesi
1/23/2021,Sulawesi Tenggara,9173,171,7453,Sulawesi
1/23/2021,Sulawesi Utara,12240,371,8586,Sulawesi
1/23/2021,Sumatera Barat,26329,585,23121,Sumatera
1/23/2021,Sumatera Selatan,13599,656,10899,Sumatera
1/23/2021,Sumatera Utara,20133,724,17391,Sumatera
1/24/2021,Aceh,9144,378,7607,Sumatera
1/24/2021,Bali,23612,629,20040,Nusa Tenggara
1/24/2021,Banten,24135,681,21378,Jawa
1/24/2021,Bengkulu,4448,138,4047,Sumatera
1/24/2021,DKI Jakarta,249813,3989,221329,Jawa
1/24/2021,Daerah Istimewa Yogyakarta,19419,439,12734,Jawa
1/24/2021,Gorontalo,4160,110,3888,Sulawesi
1/24/2021,,989262,27835,798810,
1/24/2021,Jambi,4263,63,2942,Sumatera
1/24/2021,Jawa Barat,128623,1843,103690,Jawa
1/24/2021,Jawa Tengah,115859,4817,73695,Jawa
1/24/2021,Jawa Timur,106261,7751,92111,Jawa
1/24/2021,Kalimantan Barat,3765,28,3363,Kalimantan
1/24/2021,Kalimantan Selatan,17307,625,15379,Kalimantan
1/24/2021,Kalimantan Tengah,11501,207,9495,Kalimantan
1/24/2021,Kalimantan Timur,37091,939,29726,Kalimantan
1/24/2021,Kalimantan Utara,6501,66,2551,Kalimantan
1/24/2021,Kepulauan Bangka Belitung,3991,78,3318,Sumatera
