Date,Province,Total Cases,Total Deaths,Total Recovered,Island
4/5/2021,Sulawesi Selatan,61557,932,60264,Sulawesi
4/5/2021,Sulawesi Tengah,12394,338,11415,Sulawesi
4/5/2021,Sulawesi Tenggara,10431,212,9898,Sulawesi
4/5/2021,Sulawesi Utara,15662,509,13304,Sulawesi
4/5/2021,Sumatera Barat,37582,819,34465,Sumatera
4/5/2021,Sumatera Selatan,20949,1024,18549,Sumatera
4/5/2021,Sumatera Utara,29653,977,26366,Sumatera
5/5/2021,Aceh,11482,460,9821,Sumatera
5/5/2021,Bali,45282,1378,42576,Nusa Tenggara
5/5/2021,Banten,47762,1219,44707,Jawa
5/5/2021,Bengkulu,7055,174,6025,Sumatera
5/5/2021,DKI Jakarta,412412,6741,398705,Jawa
5/5/2021,Daerah Istimewa Yogyakarta,40372,987,35891,Jawa
5/5/2021,Gorontalo,5410,168,5100,Sulawesi
5/5/2021,,1691658,46349,1547092,
5/5/2021,Jambi,8042,122,6422,Sumatera
5/5/2021,Jawa Barat,287234,3850,252622,Jawa
5/5/2021,Jawa Tengah,186614,8572,167597,Jawa
5/5/2021,Jawa Timur,148943,10823,136257,Jawa
5/5/2021,Kalimantan Barat,8164,50,7099,Kalimantan
5/5/2021,Kalimantan Selatan,33256,958,30481,Kalimantan
5/5/2021,Kalimantan Tengah,20494,453,17754,Kalimantan
5/5/2021,Kalimantan Timur,69174,1660,65901,Kalimantan
5/5/2021,Kalimantan Utara,11824,188,11112,Kalimantan
5/5/2021,Kepulauan Bangka Belitung,14113,221,12329,Sumatera
5/5/2021,Kepulauan Riau,11881,260,10044,Sumatera
5/5/2021,Lampung,16340,821,14128,Sumatera
5/5/2021,Maluku,7567,118,7145,Maluku
5/5/2021,Maluku Utara,4428,120,4207,Maluku
5/5/2021,Nusa Tenggara Barat,10673,400,7935,Nusa Tenggara
5/5/2021,Nusa Tenggara Timur,14811,380,12955,Nusa Tenggara
5/5/2021,Papua,20386,260,11379,Papua
5/5/2021,Papua Barat,9031,153,8627,Papua
5/5/2021,Riau,46631,1156,40297,Sumatera
5/5/2021,Sulawesi Barat,5475,119,5273,Sulawesi
5/5/2021,Sulawesi Selatan,61563,932,60320,Sulawesi
5/5/2021,Sulawesi Tengah,12423,341,11544,Sulawesi
5/5/2021,Sulawesi Tenggara,10441,212,9928,Sulawesi
5/5/2021,Sulawesi Utara,15664,509,13311,Sulawesi
5/5/2021,Sumatera Barat,37845,824,34673,Sumatera
5/5/2021,Sumatera Selatan,21078,1034,18600,Sumatera
5/5/2021,Sumatera Utara,29724,980,26430,Sumatera
6/5/2021,Aceh,11589,461,9859,Sumatera
6/5/2021,Bali,45428,1389,42732,Nusa Tenggara
6/5/2021,Banten,47827,1220,44744,Jawa
6/5/2021,Bengkulu,7105,175,6070,Sumatera
6/5/2021,DKI Jakarta,413318,6762,399271,Jawa
6/5/2021,Daerah Istimewa Yogyakarta,40601,992,36210,Jawa
6/5/2021,Gorontalo,5421,168,5104,Sulawesi
6/5/2021,,1697305,46496,1552532,
6/5/2021,Jambi,8126,124,6467,Sumatera
6/5/2021,Jawa Barat,288290,3857,254123,Jawa
6/5/2021,Jawa Tengah,186986,8585,168000,Jawa
6/5/2021,Jawa Timur,149198,10851,136506,Jawa
6/5/2021,Kalimantan Barat,8284,55,7188,Kalimantan
6/5/2021,Kalimantan Selatan,33320,960,30621,Kalimantan
6/5/2021,Kalimantan Tengah,20568,453,17795,Kalimantan
6/5/2021,Kalimantan Timur,69278,1663,66027,Kalimantan
6/5/2021,Kalimantan Utara,11832,188,11140,Kalimantan
6/5/2021,Kepulauan Bangka Belitung,14281,222,12480,Sumatera
6/5/2021,Kepulauan Riau,12134,271,10133,Sumatera
6/5/2021,Lampung,16407,824,14164,Sumatera
6/5/2021,Maluku,7574,118,7150,Maluku
6/5/2021,Maluku Utara,4430,120,4219,Maluku
6/5/2021,Nusa Tenggara Barat,10692,400,7951,Nusa Tenggara
6/5/2021,Nusa Tenggara Timur,15084,383,13016,Nusa Tenggara
6/5/2021,Papua,20408,260,11401,Papua
6/5/2021,Papua Barat,9041,153,8640,Papua
6/5/2021,Riau,47151,1176,40776,Sumatera
6/5/2021,Sulawesi Barat,5475,119,5281,Sulawesi
6/5/2021,Sulawesi Selatan,61580,932,60343,Sulawesi
6/5/2021,Sulawesi Tengah,12470,341,11594,Sulawesi
6/5/2021,Sulawesi Tenggara,10443,214,9945,Sulawesi
6/5/2021,Sulawesi Utara,15664,509,13431,Sulawesi
6/5/2021,Sumatera Barat,38261,834,34930,Sumatera
6/5/2021,Sumatera Selatan,21208,1041,18727,Sumatera
6/5/2021,Sumatera Utara,29805,984,26490,Sumatera
7/5/2021,Aceh,11702,465,9973,Sumatera
7/5/2021,Bali,45542,1394,42882,Nusa Tenggara
7/5/2021,Banten,47895,1220,44794,Jawa
7/5/2021,Bengkulu,7170,175,6105,Sumatera
7/5/2021,DKI Jakarta,414101,6782,399866,Jawa
7/5/2021,Daerah Istimewa Yogyakarta,40785,1003,36481,Jawa
7/5/2021,Gorontalo,5421,169,5106,Sulawesi
7/5/2021,,1703632,46663,1558423,
7/5/2021,Jambi,8213,133,6560,Sumatera
7/5/2021,Jawa Barat,290219,3882,255344,Jawa
7/5/2021,Jawa Tengah,187521,8597,168763,Jawa
7/5/2021,Jawa Timur,149433,10873,136789,Jawa
7/5/2021,Kalimantan Barat,8417,55,7283,Kalimantan
7/5/2021,Kalimantan Selatan,33464,961,30844,Kalimantan
7/5/2021,Kalimantan Tengah,20652,453,17920,Kalimantan
7/5/2021,Kalimantan Timur,69383,1670,66192,Kalimantan
7/5/2021,Kalimantan Utara,11848,188,11158,Kalimantan
7/5/2021,Kepulauan Bangka Belitung,14478,223,12823,Sumatera
7/5/2021,Kepulauan Riau,12228,271,10166,Sumatera
7/5/2021,Lampung,16460,828,14191,Sumatera
7/5/2021,Maluku,7574,118,7165,Maluku
7/5/2021,Maluku Utara,4433,120,4219,Maluku
7/5/2021,Nusa Tenggara Barat,10720,401,7960,Nusa Tenggara
7/5/2021,Nusa Tenggara Timur,15173,389,13132,Nusa Tenggara
7/5/2021,Papua,20410,260,11401,Papua
7/5/2021,Papua Barat,9071,153,8674,Papua
7/5/2021,Riau,47779,1193,41281,Sumatera
7/5/2021,Sulawesi Barat,5476,119,5283,Sulawesi
7/5/2021,Sulawesi Selatan,61607,932,60361,Sulawesi
7/5/2021,Sulawesi Tengah,12506,341,11627,Sulawesi
7/5/2021,Sulawesi Tenggara,10450,214,9955,Sulawesi
7/5/2021,Sulawesi Utara,15671,509,13462,Sulawesi
7/5/2021,Sumatera Barat,38544,841,35134,Sumatera
7/5/2021,Sumatera Selatan,21350,1045,18839,Sumatera
7/5/2021,Sumatera Utara,29900,985,26566,Sumatera
8/5/2021,Aceh,11802,469,9978,Sumatera
8/5/2021,Bali,45655,1402,43012,Nusa Tenggara
8/5/2021,Banten,47976,1224,44826,Jawa
8/5/2021,Bengkulu,7246,175,6153,Sumatera
8/5/2021,DKI Jakarta,414833,6808,400450,Jawa
8/5/2021,Daerah Istimewa Yogyakarta,40922,1013,36742,Jawa
8/5/2021,Gorontalo,5423,169,5106,Sulawesi
8/5/2021,,1709762,46842,1563917,
8/5/2021,Jambi,8301,136,6597,Sumatera
8/5/2021,Jawa Barat,292482,3887,257307,Jawa
8/5/2021,Jawa Tengah,187659,8651,169171,Jawa
8/5/2021,Jawa Timur,149657,10893,136996,Jawa
8/5/2021,Kalimantan Barat,8491,55,7332,Kalimantan
8/5/2021,Kalimantan Selatan,33572,964,30936,Kalimantan
8/5/2021,Kalimantan Tengah,20777,455,17971,Kalimantan
8/5/2021,Kalimantan Timur,69492,1673,66400,Kalimantan
8/5/2021,Kalimantan Utara,11851,188,11164,Kalimantan
8/5/2021,Kepulauan Bangka Belitung,14745,229,12977,Sumatera
8/5/2021,Kepulauan Riau,12340,271,10185,Sumatera
8/5/2021,Lampung,16537,830,14258,Sumatera
8/5/2021,Maluku,7593,118,7169,Maluku
8/5/2021,Maluku Utara,4433,120,4219,Maluku
8/5/2021,Nusa Tenggara Barat,10743,401,7961,Nusa Tenggara
8/5/2021,Nusa Tenggara Timur,15250,393,13283,Nusa Tenggara
8/5/2021,Papua,20411,261,11405,Papua
8/5/2021,Papua Barat,9081,153,8692,Papua
8/5/2021,Riau,48432,1200,41537,Sumatera
8/5/2021,Sulawesi Barat,5476,119,5285,Sulawesi
8/5/2021,Sulawesi Selatan,61624,932,60375,Sulawesi
8/5/2021,Sulawesi Tengah,12517,342,11643,Sulawesi
8/5/2021,Sulawesi Tenggara,10450,214,9956,Sulawesi
8/5/2021,Sulawesi Utara,15680,510,13496,Sulawesi
8/5/2021,Sumatera Barat,38844,844,35410,Sumatera
8/5/2021,Sumatera Selatan,21500,1058,19137,Sumatera
8/5/2021,Sumatera Utara,29982,988,26639,Sumatera
9/5/2021,Aceh,11830,475,10069,Sumatera
9/5/2021,Bali,45758,1407,43115,Nusa Tenggara
9/5/2021,Banten,48037,1224,45000,Jawa
9/5/2021,Bengkulu,7283,175,6214,Sumatera
9/5/2021,DKI Jakarta,415642,6824,401140,Jawa
9/5/2021,Daerah Istimewa Yogyakarta,41062,1023,36944,Jawa
9/5/2021,Gorontalo,5423,170,5107,Sulawesi
9/5/2021,,1713684,47012,1568277,
9/5/2021,Jambi,8376,136,6659,Sumatera
9/5/2021,Jawa Barat,292998,3896,257899,Jawa
9/5/2021,Jawa Tengah,187798,8692,169616,Jawa
9/5/2021,Jawa Timur,149887,10912,137192,Jawa
9/5/2021,Kalimantan Barat,8615,57,7453,Kalimantan
9/5/2021,Kalimantan Selatan,33636,966,31065,Kalimantan
9/5/2021,Kalimantan Tengah,20867,455,17992,Kalimantan
9/5/2021,Kalimantan Timur,69580,1675,66612,Kalimantan
9/5/2021,Kalimantan Utara,11867,188,11173,Kalimantan
9/5/2021,Kepulauan Bangka Belitung,14929,232,13134,Sumatera
9/5/2021,Kepulauan Riau,12432,271,10496,Sumatera
9/5/2021,Lampung,16591,836,14304,Sumatera
9/5/2021,Maluku,7596,118,7169,Maluku
9/5/2021,Maluku Utara,4434,120,4219,Maluku
9/5/2021,Nusa Tenggara Barat,10745,401,7963,Nusa Tenggara
9/5/2021,Nusa Tenggara Timur,15302,395,13296,Nusa Tenggara
9/5/2021,Papua,20428,261,11423,Papua
9/5/2021,Papua Barat,9089,153,8713,Papua
9/5/2021,Riau,48886,1226,41759,Sumatera
9/5/2021,Sulawesi Barat,5479,119,5292,Sulawesi
9/5/2021,Sulawesi Selatan,61635,932,60381,Sulawesi
9/5/2021,Sulawesi Tengah,12522,342,11653,Sulawesi
9/5/2021,Sulawesi Tenggara,10453,214,9956,Sulawesi
9/5/2021,Sulawesi Utara,15680,511,13550,Sulawesi
9/5/2021,Sumatera Barat,39166,855,35581,Sumatera
9/5/2021,Sumatera Selatan,21640,1063,19263,Sumatera
9/5/2021,Sumatera Utara,30058,990,26714,Sumatera
10/5/2021,Aceh,11898,480,10156,Sumatera
10/5/2021,Bali,45832,1416,43249,Nusa Tenggara
10/5/2021,Banten,48129,1228,45071,Jawa
10/5/2021,Bengkulu,7301,175,6267,Sumatera
10/5/2021,DKI Jakarta,416336,6846,401747,Jawa
10/5/2021,Daerah Istimewa Yogyakarta,41204,1028,37159,Jawa
10/5/2021,Gorontalo,5423,170,5110,Sulawesi
10/5/2021,,1718575,47218,1574615,
10/5/2021,Jambi,8447,137,6724,Sumatera
10/5/2021,Jawa Barat,294018,3910,260177,Jawa
10/5/2021,Jawa Tengah,188655,8768,170355,Jawa
10/5/2021,Jawa Timur,150092,10933,137405,Jawa
10/5/2021,Kalimantan Barat,8680,59,7540,Kalimantan
10/5/2021,Kalimantan Selatan,33658,969,31128,Kalimantan
10/5/2021,Kalimantan Tengah,20928,459,18141,Kalimantan
10/5/2021,Kalimantan Timur,69672,1677,66737,Kalimantan
10/5/2021,Kalimantan Utara,11871,188,11201,Kalimantan
10/5/2021,Kepulauan Bangka Belitung,15041,232,13266,Sumatera
10/5/2021,Kepulauan Riau,12541,271,10578,Sumatera
10/5/2021,Lampung,16635,837,14352,Sumatera
10/5/2021,Maluku,7596,118,7169,Maluku
10/5/2021,Maluku Utara,4434,120,4221,Maluku
10/5/2021,Nusa Tenggara Barat,10774,403,7965,Nusa Tenggara
10/5/2021,Nusa Tenggara Timur,15362,395,13364,Nusa Tenggara
10/5/2021,Papua,20428,261,11423,Papua
10/5/2021,Papua Barat,9095,153,8727,Papua
10/5/2021,Riau,49437,1240,42389,Sumatera
10/5/2021,Sulawesi Barat,5481,119,5294,Sulawesi
10/5/2021,Sulawesi Selatan,61662,932,60396,Sulawesi
10/5/2021,Sulawesi Tengah,12540,345,11718,Sulawesi
10/5/2021,Sulawesi Tenggara,10455,214,9968,Sulawesi
10/5/2021,Sulawesi Utara,15681,511,13556,Sulawesi
10/5/2021,Sumatera Barat,39343,866,35684,Sumatera
10/5/2021,Sumatera Selatan,21771,1070,19412,Sumatera
10/5/2021,Sumatera Utara,30147,994,26794,Sumatera
11/5/2021,Aceh,11998,482,10188,Sumatera
11/5/2021,Bali,45933,1425,43339,Nusa Tenggara
11/5/2021,Banten,48211,1229,45116,Jawa
11/5/2021,Bengkulu,7317,175,6307,Sumatera
11/5/2021,DKI Jakarta,416742,6866,402414,Jawa
11/5/2021,Daerah Istimewa Yogyakarta,41358,1033,37466,Jawa
11/5/2021,Gorontalo,5430,170,5113,Sulawesi
11/5/2021,,1723596,47465,1580207,
11/5/2021,Jambi,8511,138,6782,Sumatera
11/5/2021,Jawa Barat,295428,3928,261195,Jawa
11/5/2021,Jawa Tengah,189201,8848,171128,Jawa
11/5/2021,Jawa Timur,150350,10966,137621,Jawa
11/5/2021,Kalimantan Barat,8768,59,7659,Kalimantan
11/5/2021,Kalimantan Selatan,33704,971,31242,Kalimantan
11/5/2021,Kalimantan Tengah,20986,468,18198,Kalimantan
11/5/2021,Kalimantan Timur,69748,1679,66846,Kalimantan
11/5/2021,Kalimantan Utara,11882,188,11240,Kalimantan
11/5/2021,Kepulauan Bangka Belitung,15184,233,13454,Sumatera
11/5/2021,Kepulauan Riau,12688,273,10710,Sumatera
11/5/2021,Lampung,16720,855,14569,Sumatera
11/5/2021,Maluku,7597,119,7173,Maluku
11/5/2021,Maluku Utara,4436,120,4221,Maluku
11/5/2021,Nusa Tenggara Barat,10789,405,7977,Nusa Tenggara
11/5/2021,Nusa Tenggara Timur,15487,396,13531,Nusa Tenggara
11/5/2021,Papua,20430,261,11441,Papua
11/5/2021,Papua Barat,9116,153,8748,Papua
11/5/2021,Riau,50024,1264,42915,Sumatera
11/5/2021,Sulawesi Barat,5484,119,5294,Sulawesi
11/5/2021,Sulawesi Selatan,61688,932,60428,Sulawesi
11/5/2021,Sulawesi Tengah,12597,346,11740,Sulawesi
11/5/2021,Sulawesi Tenggara,10463,214,9974,Sulawesi
11/5/2021,Sulawesi Utara,15687,511,13557,Sulawesi
11/5/2021,Sumatera Barat,39574,869,35952,Sumatera
11/5/2021,Sumatera Selatan,21871,1078,19534,Sumatera
11/5/2021,Sumatera Utara,30230,996,26867,Sumatera
12/5/2021,Aceh,12126,485,10220,Sumatera
12/5/2021,Bali,46030,1431,43459,Nusa Tenggara
12/5/2021,Banten,48267,1229,45140,Jawa
12/5/2021,Bengkulu,7367,175,6358,Sumatera
12/5/2021,DKI Jakarta,417398,6879,403088,Jawa
12/5/2021,Daerah Istimewa Yogyakarta,41575,1041,37698,Jawa
12/5/2021,Gorontalo,5430,170,5113,Sulawesi
12/5/2021,,1728204,47617,1584878,
12/5/2021,Jambi,8571,138,6839,Sumatera
12/5/2021,Jawa Barat,296214,3951,261967,Jawa
12/5/2021,Jawa Tengah,189317,8872,171417,Jawa
12/5/2021,Jawa Timur,150598,10990,137844,Jawa
12/5/2021,Kalimantan Barat,8906,62,7721,Kalimantan
12/5/2021,Kalimantan Selatan,33789,972,31700,Kalimantan
12/5/2021,Kalimantan Tengah,21065,469,18248,Kalimantan
12/5/2021,Kalimantan Timur,69874,1680,66926,Kalimantan
12/5/2021,Kalimantan Utara,11882,188,11244,Kalimantan
12/5/2021,Kepulauan Bangka Belitung,15395,235,13564,Sumatera
12/5/2021,Kepulauan Riau,12813,273,10713,Sumatera
12/5/2021,Lampung,16808,860,14641,Sumatera
12/5/2021,Maluku,7597,120,7193,Maluku
12/5/2021,Maluku Utara,4436,120,4221,Maluku
12/5/2021,Nusa Tenggara Barat,10810,405,7977,Nusa Tenggara
12/5/2021,Nusa Tenggara Timur,15496,397,13532,Nusa Tenggara
12/5/2021,Papua,20433,261,11447,Papua
12/5/2021,Papua Barat,9139,153,8754,Papua
12/5/2021,Riau,50547,1276,43694,Sumatera
12/5/2021,Sulawesi Barat,5486,120,5295,Sulawesi
12/5/2021,Sulawesi Selatan,61699,932,60431,Sulawesi
12/5/2021,Sulawesi Tengah,12663,347,11751,Sulawesi
12/5/2021,Sulawesi Tenggara,10470,215,9981,Sulawesi
12/5/2021,Sulawesi Utara,15696,522,13607,Sulawesi
12/5/2021,Sumatera Barat,40017,878,36136,Sumatera
12/5/2021,Sumatera Selatan,21997,1083,19609,Sumatera
12/5/2021,Sumatera Utara,30308,999,26944,Sumatera
5/13/2021,Aceh,12152,486,10242,Sumatera
5/13/2021,Bali,46124,1435,43547,Nusa Tenggara
5/13/2021,Banten,48301,1229,45141,Jawa
5/13/2021,Bengkulu,7402,175,6419,Sumatera
5/13/2021,DKI Jakarta,418183,6894,403673,Jawa
5/13/2021,Daerah Istimewa Yogyakarta,41680,1045,37938,Jawa
5/13/2021,Gorontalo,5431,170,5113,Sulawesi
5/13/2021,,1731652,47716,1589079,
5/13/2021,Jambi,8585,138,6859,Sumatera
5/13/2021,Jawa Barat,296627,3962,262595,Jawa
5/13/2021,Jawa Tengah,189797,8874,172560,Jawa
5/13/2021,Jawa Timur,150745,11002,137995,Jawa
5/13/2021,Kalimantan Barat,9009,65,7966,Kalimantan
5/13/2021,Kalimantan Selatan,33816,975,31800,Kalimantan
5/13/2021,Kalimantan Tengah,21124,469,18251,Kalimantan
5/13/2021,Kalimantan Timur,69954,1682,67010,Kalimantan
5/13/2021,Kalimantan Utara,11882,188,11253,Kalimantan
5/13/2021,Kepulauan Bangka Belitung,15468,237,13635,Sumatera
5/13/2021,Kepulauan Riau,12911,285,10968,Sumatera
5/13/2021,Lampung,16857,864,14666,Sumatera
5/13/2021,Maluku,7597,120,7193,Maluku
5/13/2021,Maluku Utara,4441,120,4221,Maluku
5/13/2021,Nusa Tenggara Barat,10815,405,7977,Nusa Tenggara
5/13/2021,Nusa Tenggara Timur,15500,403,13581,Nusa Tenggara
5/13/2021,Papua,20433,261,11447,Papua
5/13/2021,Papua Barat,9141,153,8782,Papua
5/13/2021,Riau,51060,1290,43957,Sumatera
5/13/2021,Sulawesi Barat,5486,120,5295,Sulawesi
5/13/2021,Sulawesi Selatan,61701,932,60436,Sulawesi
5/13/2021,Sulawesi Tengah,12665,347,11757,Sulawesi
5/13/2021,Sulawesi Tenggara,10470,215,9981,Sulawesi
5/13/2021,Sulawesi Utara,15722,523,13608,Sulawesi
5/13/2021,Sumatera Barat,40111,878,36364,Sumatera
5/13/2021,Sumatera Selatan,22096,1084,19646,Sumatera
5/13/2021,Sumatera Utara,30390,1000,27014,Sumatera
5/14/2021,Aceh,12157,489,10260,Sumatera
5/14/2021,Bali,46171,1439,43645,Nusa Tenggara
5/14/2021,Banten,48340,1229,45156,Jawa
5/14/2021,Bengkulu,7431,175,6459,Sumatera
5/14/2021,DKI Jakarta,418815,6910,404220,Jawa
5/14/2021,Daerah Istimewa Yogyakarta,41777,1058,38103,Jawa
5/14/2021,Gorontalo,5432,170,5115,Sulawesi
5/14/2021,,1734285,47823,1592886,
5/14/2021,Jambi,8649,140,6898,Sumatera
5/14/2021,Jawa Barat,297221,3965,263314,Jawa
5/14/2021,Jawa Tengah,189962,8895,173002,Jawa
5/14/2021,Jawa Timur,150887,11017,138170,Jawa
5/14/2021,Kalimantan Barat,9116,66,8123,Kalimantan
5/14/2021,Kalimantan Selatan,33835,976,31839,Kalimantan
5/14/2021,Kalimantan Tengah,21179,469,18254,Kalimantan
5/14/2021,Kalimantan Timur,69967,1683,67107,Kalimantan
5/14/2021,Kalimantan Utara,11891,188,11253,Kalimantan
5/14/2021,Kepulauan Bangka Belitung,15533,237,13767,Sumatera
5/14/2021,Kepulauan Riau,13009,285,10981,Sumatera
5/14/2021,Lampung,16886,866,14700,Sumatera
5/14/2021,Maluku,7629,120,7202,Maluku
5/14/2021,Maluku Utara,4441,120,4221,Maluku
5/14/2021,Nusa Tenggara Barat,10827,405,7986,Nusa Tenggara
5/14/2021,Nusa Tenggara Timur,15577,404,13656,Nusa Tenggara
5/14/2021,Papua,20433,261,11451,Papua
5/14/2021,Papua Barat,9144,153,8794,Papua
5/14/2021,Riau,51172,1306,44458,Sumatera
5/14/2021,Sulawesi Barat,5486,120,5295,Sulawesi
5/14/2021,Sulawesi Selatan,61707,932,60440,Sulawesi
5/14/2021,Sulawesi Tengah,12681,347,11777,Sulawesi
5/14/2021,Sulawesi Tenggara,10470,215,9981,Sulawesi
5/14/2021,Sulawesi Utara,15722,524,13936,Sulawesi
5/14/2021,Sumatera Barat,40111,878,36366,Sumatera
5/14/2021,Sumatera Selatan,22163,1090,19693,Sumatera
5/14/2021,Sumatera Utara,30476,1002,27081,Sumatera
5/15/2021,Aceh,12214,491,10272,Sumatera
5/15/2021,Bali,46216,1442,43766,Nusa Tenggara
5/15/2021,Banten,48362,1229,45255,Jawa
5/15/2021,Bengkulu,7435,175,6511,Sumatera
5/15/2021,DKI Jakarta,419042,6925,404793,Jawa
5/15/2021,Daerah Istimewa Yogyakarta,41871,1063,38369,Jawa
5/15/2021,Gorontalo,5432,170,5117,Sulawesi
5/15/2021,,1736670,47967,1597067,
5/15/2021,Jambi,8649,141,6967,Sumatera
5/15/2021,Jawa Barat,297970,3973,264031,Jawa
5/15/2021,Jawa Tengah,190213,8930,173427,Jawa
5/15/2021,Jawa Timur,151070,11046,138489,Jawa
5/15/2021,Kalimantan Barat,9183,66,8297,Kalimantan
5/15/2021,Kalimantan Selatan,33836,977,31883,Kalimantan
5/15/2021,Kalimantan Tengah,21206,476,18367,Kalimantan
5/15/2021,Kalimantan Timur,70019,1685,67178,Kalimantan
5/15/2021,Kalimantan Utara,11894,188,11260,Kalimantan
5/15/2021,Kepulauan Bangka Belitung,15574,239,13913,Sumatera
5/15/2021,Kepulauan Riau,13199,286,10990,Sumatera
5/15/2021,Lampung,16951,866,14715,Sumatera
5/15/2021,Maluku,7636,121,7218,Maluku
5/15/2021,Maluku Utara,4448,120,4221,Maluku
5/15/2021,Nusa Tenggara Barat,10832,405,7986,Nusa Tenggara
5/15/2021,Nusa Tenggara Timur,15582,404,13688,Nusa Tenggara
5/15/2021,Papua,20433,261,11451,Papua
5/15/2021,Papua Barat,9149,153,8808,Papua
5/15/2021,Riau,51318,1318,45022,Sumatera
5/15/2021,Sulawesi Barat,5491,120,5315,Sulawesi
5/15/2021,Sulawesi Selatan,61709,932,60445,Sulawesi
5/15/2021,Sulawesi Tengah,12685,348,11797,Sulawesi
5/15/2021,Sulawesi Tenggara,10470,215,9982,Sulawesi
5/15/2021,Sulawesi Utara,15722,534,14326,Sulawesi
5/15/2021,Sumatera Barat,40111,878,36376,Sumatera
5/15/2021,Sumatera Selatan,22237,1094,19726,Sumatera
5/15/2021,Sumatera Utara,30552,1005,27157,Sumatera
5/16/2021,Aceh,12249,493,10344,Sumatera
5/16/2021,Bali,46290,1446,43818,Nusa Tenggara
5/16/2021,Banten,48428,1231,45297,Jawa
5/16/2021,Bengkulu,7443,175,6546,Sumatera
5/16/2021,DKI Jakarta,419203,6943,405385,Jawa
5/16/2021,Daerah Istimewa Yogyakarta,42006,1068,38527,Jawa
5/16/2021,Gorontalo,5435,170,5117,Sulawesi
5/16/2021,,1739750,48093,1600857,
5/16/2021,Jambi,8671,142,6989,Sumatera
5/16/2021,Jawa Barat,298817,3977,264470,Jawa
5/16/2021,Jawa Tengah,190562,8946,173819,Jawa
5/16/2021,Jawa Timur,151233,11063,138652,Jawa
5/16/2021,Kalimantan Barat,9280,67,8314,Kalimantan
5/16/2021,Kalimantan Selatan,33873,981,31931,Kalimantan
5/16/2021,Kalimantan Tengah,21252,477,18406,Kalimantan
5/16/2021,Kalimantan Timur,70075,1687,67275,Kalimantan
5/16/2021,Kalimantan Utara,11895,188,11262,Kalimantan
5/16/2021,Kepulauan Bangka Belitung,15649,242,14086,Sumatera
5/16/2021,Kepulauan Riau,13421,298,11232,Sumatera
5/16/2021,Lampung,17009,868,14739,Sumatera
5/16/2021,Maluku,7636,121,7218,Maluku
5/16/2021,Maluku Utara,4449,120,4224,Maluku
5/16/2021,Nusa Tenggara Barat,10850,405,7989,Nusa Tenggara
5/16/2021,Nusa Tenggara Timur,15582,404,13731,Nusa Tenggara
5/16/2021,Papua,20433,261,11451,Papua
5/16/2021,Papua Barat,9155,154,8822,Papua
5/16/2021,Riau,51673,1324,45589,Sumatera
5/16/2021,Sulawesi Barat,5491,120,5315,Sulawesi
5/16/2021,Sulawesi Selatan,61713,932,60448,Sulawesi
5/16/2021,Sulawesi Tengah,12685,349,11806,Sulawesi
5/16/2021,Sulawesi Tenggara,10470,215,9982,Sulawesi
5/16/2021,Sulawesi Utara,15722,538,14499,Sulawesi
5/16/2021,Sumatera Barat,40252,884,36606,Sumatera
5/16/2021,Sumatera Selatan,22314,1103,19950,Sumatera
5/16/2021,Sumatera Utara,30632,1009,27230,Sumatera
5/17/2021,Aceh,12340,498,10366,Sumatera
5/17/2021,Bali,46364,1451,43953,Nusa Tenggara
5/17/2021,Banten,48481,1233,45617,Jawa
5/17/2021,Bengkulu,7447,175,6563,Sumatera
5/17/2021,DKI Jakarta,419624,6968,405385,Jawa
5/17/2021,Daerah Istimewa Yogyakarta,42142,1076,38697,Jawa
5/17/2021,Gorontalo,5437,170,5125,Sulawesi
5/17/2021,,1744045,48305,1606611,
5/17/2021,Jambi,8692,142,7037,Sumatera
5/17/2021,Jawa Barat,300107,4003,265723,Jawa
5/17/2021,Jawa Tengah,191251,8989,174718,Jawa
5/17/2021,Jawa Timur,151435,11088,138925,Jawa
5/17/2021,Kalimantan Barat,9352,70,8475,Kalimantan
5/17/2021,Kalimantan Selatan,33898,984,32008,Kalimantan
5/17/2021,Kalimantan Tengah,21309,483,18566,Kalimantan
5/17/2021,Kalimantan Timur,70134,1691,67389,Kalimantan
5/17/2021,Kalimantan Utara,11899,188,11276,Kalimantan
5/17/2021,Kepulauan Bangka Belitung,15757,243,14300,Sumatera
5/17/2021,Kepulauan Riau,13527,299,11236,Sumatera
5/17/2021,Lampung,17069,873,14831,Sumatera
5/17/2021,Maluku,7656,121,7223,Maluku
5/17/2021,Maluku Utara,4449,120,4232,Maluku
5/17/2021,Nusa Tenggara Barat,10862,405,7989,Nusa Tenggara
5/17/2021,Nusa Tenggara Timur,15635,406,14103,Nusa Tenggara
5/17/2021,Papua,20433,261,11451,Papua
5/17/2021,Papua Barat,9156,155,8840,Papua
5/17/2021,Riau,51990,1345,46189,Sumatera
5/17/2021,Sulawesi Barat,5494,120,5318,Sulawesi
5/17/2021,Sulawesi Selatan,61733,933,60477,Sulawesi
5/17/2021,Sulawesi Tengah,12699,351,11885,Sulawesi
5/17/2021,Sulawesi Tenggara,10471,215,9996,Sulawesi
5/17/2021,Sulawesi Utara,15723,538,14757,Sulawesi
5/17/2021,Sumatera Barat,40379,894,36752,Sumatera
5/17/2021,Sumatera Selatan,22420,1108,20170,Sumatera
5/17/2021,Sumatera Utara,30723,1011,27293,Sumatera
